0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	T	T	T	T	T	T	0	0	0	0	T	T	T	T	T	T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T	T	T	T	T	T	0	0
0	0	0	0	0	0	0	0	B	B	B	B	B	B	0	0	0	0	B	B	B	B	B	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	B	B	B	B	B	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	T	T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T	T	0	0	0	0	T	T	0	0	0	0	0	0	0	0	0	0	0	0
B	B	B	B	0	T	T	T	T	0	0	0	0	T	T	T	T	T	T	0	0	0	0	T	T	T	T	0	B	B	B	B	B	B	B	B	0	T	T	T	T	0	0	0	0	T	T	T
0	0	0	B	B	B	B	B	B	0	0	0	0	B	B	B	B	B	B	0	0	0	0	B	B	B	B	B	B	0	0	0	0	0	0	B	B	B	B	B	B	0	0	0	0	B	B	B
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	T	T	0	0	0	0	0	T	0	T	0	T	0	P	0	0	T	0	T	0	T	0	0	0	0	0	T	T	0	0	0	0	T	T	0	0	0	0	0	T	0	T	0	T	0	P	
B	B	B	B	0	0	0	0	0	B	B	B	B	B	0	0	0	0	B	B	B	B	B	0	0	0	0	0	B	B	B	B	B	B	B	B	0	0	0	0	0	B	B	B	B	B	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	T	0	T	0	T	0	T	0	T	0	T	0	0	H	0	0	0	T	0	T	0	T	0	T	0	T	0	T	0	0	0	0	T	0	T	0	T	0	T	0	T	0	T	0	0	0
B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B
B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B
